score,prompt,essay,comment
9,"It seems clear that obesity in today's society is to some extent due to the availability of fast food. 
Should governments place a tax on fast food to reduce the amount of fast food consumed? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","Obesity has become a common problem in western societies and this is partly due to the availability of fast food at low prices. To tackle this problem, it has been suggested that governments should increase the tax on fast foods in order to reduce the amount of pre-cooked meals consumed. I personally believe that this is a sound idea, because especially young people, who have less money, will be discouraged from buying food at quick service restaurants. 
The main reason for the high consumption of junk food is that it is a cheap alternative to healthy meals. A salad for example often is twice as expensive as a burger, resulting in more people eating the burger than the salad. As a result, people prepare fewer meals themselves and eat more mass-produced food instead. In my opinion, it should not be possible to sell fast food at a lower price than staple food. By making takeaway meals more expensive than vegetables and fruit, people would change their eating habits, as they would want to save money. 
Another way to reduce consumption of fast food would be to prohibit its promotion. A similar approach was taken in terms of advertising cigarettes and one can say that this approach has been successful to some extent. Additionally, commercials for fast food often target young children through offering inducements, such as the toys in the happy meal at McDonalds for example. The children are persuaded to demand a happy meal, yet often do not necessarily want to eat the food contained in it. The only thing they want is the toy. If advertising junk food were forbidden, the number of children consuming pre-cooked meals would be reduced and therefore the number of obese children would decrease as well. 
In conclusion, governments should put a tax on fast food to reduce the amount consumed in order to decrease the number of obese people. By placing a tax on fast food and making it more expensive than healthy raw foods, people would began to eat more healthily. If additionally the advertising of quick service restaurants were banned, the number of obese people would decrease even more drastically.",N/A
9,"Some people believe that the problem of illegal drugs can be solved by legalising all drugs. To what extent do you agree or disagree with this? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","Illegal drugs have become a worldwide problem in modern day society. The trading of drugs is widespread in nearly all countries and the number of people consuming drugs worldwide is high. It has been suggested simply to legalise all recreational drugs to solve the problems associated with them. I personally agree partially with this proposal, because I can see many advantages, yet also many disadvantages. 
One positive aspect of legalising these drugs would be that the number of criminal activities committed to obtain them would decrease. Fewer people would therefore be imprisoned and have a criminal history that prevents them from progressing in life. Additionally, essential police resources would be freed up and devoted to other areas. Finally, high taxes could be imposed on the legal product, allowing governments to have better resources to improve the infrastructure of their countries. 
Although legalising all illegal drugs could result in several positive effects, there are many negative effects that could be possible. As a result of the legalisation, I personally believe that it would become acceptable to use drugs and people would no longer pay attention to the damage that drugs cause. Schools might no longer educate teenagers and adolescents about the negative effects drugs have on people, resulting in more teenagers experimenting with them, as they would believe that this is a normal aspect of life. This would result in a higher number of drug addicts and potentially in more deaths, because it would be easier to obtain a large amount of illegal drugs and therefore the chances of overdosing would also increase. 
In conclusion, I partially agree with the proposed action. Nonetheless, I think that an age restriction should be placed on drug use, as teenagers and adolescents could easily become addicted if all illegal drugs are legalised. This group of people is highly at risk of becoming addicted and potentially dying as a result of drug use and therefore should only be allowed to consume drugs after reaching a certain age.",N/A
9,"Today's society provides people with various ways to lose weight, such as special diets or exercise regimes. Many people believe though that poor food and today's lifestyle should be addressed first. What is your opinion? 

Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","In modern day western society one can easily become obese, as the availability of cheap and unhealthy food is high. Nonetheless, many people desire to be healthy and slim and therefore have chosen to follow special diets or exercise regimes so as to not become obese. Others believe, however, that people should be better informed about today's unhealthy lifestyles and the poor food they are consuming before such diets and regimes are taken into consideration. Personally, I agree that the unhealthy lifestyle of many people must be addressed before thinking about ways of losing weight through special diets. 
It has become habitual for people to cook using ingredients that have been pre-cooked or to which chemicals have been added. Additionally, several people consume a lot of microwave and fast food, which are both easy to purchase and prepare, but are often fairly unhealthy. Due to the fact that it has become less popular to cook meals using fresh ingredients, people consume chemicals, taste intensifiers, salt and sugar without realising. By consuming food that has been made by mass production, one no longer has to think largely about how a meal is prepared and can simply consume it without thinking about the ingredients. 
It seems logical that in order to lose weight effectively and over a long period of time, one has to learn to eat in a healthy way and to carry out sport on a regular basis. Learning how to cook with fresh ingredients is an important aspect of eating in a healthy way, and, by doing so, people can avoid eating food that has been pre-made. If people do not understand this concept, they will fall back into unhealthily habits after their diet is over. 
In conclusion, today's unhealthy lifestyles as well as the poor quality food consumed by people on a regular basis must be addressed before thinking about diets or exercise regimes. If people can combine exercise with wholesome eating habits, they will be happier and healthier.",N/A
9,"One of the major problems that faces today's governments is creating enough satisfactory housing for their increasing populations whilst still trying to protect the environment. 
How can this be achieved? Discuss and give your opinion. 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","In a world with an ever-growing population, providing housing is one of the crucial tasks of all governments. At the same time, however, the environment has to be protected from too much destruction and deforestation. Different solutions have been created to solve these problems. One significant solution could be increasing the height of buildings. 
When looking at the skyline of metropolitan cities, skyscrapers are becoming increasingly visible. The reason for this is simple: housing has to be provided, while the environment should suffer the least amount possible. Decreasing the building footprints of houses and therefore the destruction of environment, while increasing the height, is an effective solution in overcoming this dilemma. This resolution also has its faults though, as increasing height also means that sunlight reaching the streets will decrease and that housing will be built more densely in order to save space. 
Another possible solution is to increase building costs to pressure the population into living in smaller areas, which would save space. As this impacts members of the community unevenly depending on their wealth, this would encourage unequal living standards and conflicts as a result of this. Therefore, this is not a plausible solution to the problem. 
In my opinion, finding the perfect way to minimise environmental damage while increasing housing is a problem to which there is no simple solution. Many governments are currently relying on height to solve the problem, but this is not attractive to many people. Any solution chosen should be one that causes the fewest problems.",N/A
9,"In some countries private cars are now banned from certain city centres. What are the advantages and disadvantages of such a system and do you feel that this is something that most cities should adopt? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","Banning cars from city centres is a recent trend and it can be seen in various cities around the world. Certain advantages and disadvantages immediately spring to mind when considering this step that city councils are taking. 
The advantages are clear. Since cars were introduced, city centres have always been areas where air quality is poor due to the amount of emissions, which in turn affects people's health. City centres become quieter and safer for people to wander around shopping and enjoying themselves. Access to city centres can still be good, as it is usually only private vehicles that are banned, and buses and taxis can still take people in and out of the city centre areas. Many towns also operate a park and ride scheme, so people can leave their cars in safe car parks in the outskirts of towns and travel with a dedicated bus service to the town centres. It would seem hard to criticise this kind of scheme. 
There are critics though to the scheme of banning cars in city centres. City centre shop keepers have often been vocal opponents, as they believe that fewer people will come to the city centres and therefore their incomes will be affected. The general public also sometimes object, as people often like to travel in their own private vehicles. In actual fact, banning cars from city centres has in practice not reduced the number of people who travel to city centres to shop. People like shopping and socialising in city centres and they just adapt to the situation. There is no answer to people who want to drive their own cars. They hopefully will just realise that the sacrifice of not driving their own cars is outweighed by the health and lifestyle improvements of a cleaner and quieter city centre. 
In conclusion, there are far more advantages to banning cars from city centres than allowing them. It is therefore a measure that most city centres should adopt for their citizens.",N/A
9,"The breakthroughs in medical science are by far the most significant advances in world society over the last two centuries. 
Discuss this statement and give your opinion. 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","Over the last two hundred years, there have been many changes to society in nearly all aspects of people's lives. Medical science has advanced beyond recognition and it can be argued that this has been the most significant change. 
The last two centuries have witnessed great advances of the industrial revolution. Automation, machinery and various technologies have revolutionised the way people live, work, play and travel. Society has now many things that make people's lives easier and more enjoyable, including cars, planes, computers and telephones to name only a few. It is quite clear that these advances are phenomenally significant in most people's lives today. 
Medical science has also been revolutionised. The three principal challenges facing surgery, which were pain, infection and bleeding, have all been overcome, allowing the lives of millions to be saved. The discoveries of vaccines to deal with the great killer diseases of history also took place over the last two centuries. Probably billions of people who would have died from diseases such as smallpox, tuberculosis, diphtheria and tetanus have all been saved. 
In addition to this, medicine now has such an advanced knowledge of human body systems that doctors can cure or heal a wide range of ailments that would in the past have been fatal or extremely debilitating. It is also likely that the next century will see similar significant advances. 
In conclusion, although there have been many different advances in society over the last two hundred years, the fact that so many people have had their lives saved or improved by medical breakthroughs makes it seem incontrovertible that it is these medical advances that have been the most significant.",N/A
9,"Some people believe today that everyone has a right to access to the Internet and that governments should provide this access for free. Other people believe that access to the internet is not a right and should be paid for like other services. 
Discuss both these views and give your opinion. 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","Nowadays most information is transmitted over the Internet. A strong dependency on this medium has been created, as personal, political and economic news and information are shared through it. As the Internet is so widely needed, many people believe that governments should provide this access for free. Others believe that Internet access should be paid for. 
Before the creation of the Internet, people had phones, newspapers and televisions; nowadays the Internet can replace all of these. Society is now built on a system that relies on everyone having access to the Internet, whether this be in school or in work life. However, while it is seen as a basic necessity in western cultures, the costs for accessing it are still too high for some people. When this point of view is taken into account, it can be concluded that governments should provide access, or a division of inequality will be created in society. 
However, when one takes into account the things that the Internet has replaced, it becomes apparent that most of these are not free as well. It is necessary to pay for phone calls, for television and for newspapers. Storing all the information and passing it to consumers through the World Wide Web also entails costs. This raises the question whether the Internet should be handled differently. Providing Internet access to everyone would mean a significant cost for the governments, especially at times of economic crisis. Therefore, this is not a plausible solution to integrate each individual into the society. 
In my opinion, while the Internet has become as necessary as a phone, governments should not provide it for free, as the money needed for this would put too much strain on public resources. This finance could be used for even more urgent topics, such as poverty and starvation.",N/A
9,"There is a problem today that copyright materials such as music, films and books are freely available on the Internet with the result that the owners of the works lose money. 
Do you feel that this is a good or bad thing? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","In modern day society, it has become common to make copyright protected material freely available on the Internet with the result that the owners of the work lose large sums of money. The discussion of whether or not this distribution is of positive or negative nature has therefore been raised. Personally, I believe that this issue has both negative and positive effects. 
Distributing copyright protected material freely online can firstly help make this material more popular. Often people are not willing to spend money on a film or song before being exposed to it once, as they cannot be sure that they will enjoy the material they are about to purchase. If they purchase a song or film and then do not like it, the money spent will have been wasted, which is disappointing. Frequently, people purchase copyright protected material that they enjoyed after being exposed to it once, meaning that often owners often receive money at a later stage. An owner's reputation can additionally improve, because frequently owners who allow their work to be distributed partially or completely online have a more positive reputation amongst customers. 
Regardless of the positive effects of the free online distribution of copyright protected material, it can be said that this distribution has several negative effects. Firstly, owners lose large sums of money through it. A lot of time and money can be spent producing the material distributed, as certain spaces and equipment must be rented or bought to produce a certain song or film. Like all other people, artists need money to survive and thus are at a disadvantage when they do not receive money for their work. I personally believe therefore that governments should make sure that when something is performed in public or when work is displayed in public, artists should receive credit and money. 
In conclusion, it can be said that the online distribution of copyright protected material has both negative and positive effects. In my opinion, it cannot fully be determined whether this distribution is of a positive or negative nature; one must decide upon this for oneself.",N/A
9,"With the improvements in today's health care, society has to care for more and more elderly people. 
Do you feel that society will be able to cope with the increase in numbers of elderly people today and how can it be managed? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","In current society, the life expectancy in western countries has increased significantly. Also, fewer babies are being born, causing the relative percentage of elderly people to increase. These people have to be taken care of, causing the question to rise whether this number of elderly people can be cared for. 
When people grow older, they can also develop more health issues, resulting in more visits to doctors and hospitals, and an increased usage of pharmaceuticals. Due to the current large numbers of elderly people, the pressure put onto health care systems is increasing. In many western countries, the state provides most of the health care system. Therefore with increasing numbers of old people, higher percentages of state funding have to be allocated to health care and this could cause shortfalls in other areas, for example education. This change in the distribution of money can therefore impact society negatively. 
Society should be able to handle these changes. Governments will have been able to predict the changing demographic situations in their countries and plan accordingly. This might indeed lead to other sectors in society having money taken away from them, but caring for the elderly is one of the key responsibilities of today's governments. For the future, it might be necessary to ensure that an extra insurance charge is levied on people's salaries in order that any future financial shortfall is met. This would be unpopular, but would allow governments to have the necessary funds available. 
In conclusion, society today and in the future should be well able to deal with caring for their elderly. It is only a question of careful long-term forecasting and planning.",N/A
9,"Some people believe that having sport in schools is a waste of time and resources, whilst other people believe that sport in schools is a vital part of education. 
Discuss both these views and give your opinion. 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","In most education systems around the world, physical education is one of the components of the syllabus. However, this is a controversial topic, as it has been argued that sport as a school subject is unnecessary. Opposing this is the view that physical education is a vital aspect of the education. 
Physical education was introduced into schools to promote a healthy lifestyle by exposing students to different types of sport and ensuring that those who are not naturally sporty are exposed to exercise and its benefits. For students who are already very active, having a sports lesson might be unnecessary, but those who are not given the opportunities or who are not from active families depend on schools for exercise. Furthermore, a school is supposed to educate on multiple levels, a key aspect of which is healthy living. It is not sufficient to discuss exercise in class; students must experience the effects that ensue. One of these benefits is that exercise enables people to concentrate more efficiently and work more efficiently, meaning that having sport as a subject is beneficial to other subjects as well. 
On the other hand, exercise to some degree is a personal matter and forcing students to exercise in class can then have the opposite effect. This feeling can lead to students not pursuing any sports later due to negative experiences and memories connected to it. Another argument is that exercise is a leisure activity and therefore not school-related and should be practiced outside of school. 
In conclusion, while negative results can be caused through physical education, it is vital for students to take part in it. Some students are only exposed to a healthy lifestyle in schools and therefore there is a responsibility to educate individuals in this area.",N/A
